timestamp,latitude,longitude,heading,bearing,speed,satnum,distance
1664648962.3342369,0,0,0,0,0,0,0
1664648962.4302,0,0,0,0,0,0,0
1664648962.5304332,0,0,0,0,0,0,0
1664648962.6302774,0,0,0,0,0,0,0
1664648962.7300134,0,0,0,0,0,0,0
1664648962.8308132,0,0,0,0,0,0,0
1664648962.9356918,0,0,0,0,0,0,0
1664648963.0334213,0,0,0,0,0,0,0
1664648963.1306858,0,0,0,0,0,0,0
1664648963.2307267,0,0,0,0,0,0,0
1664648963.330847,0,0,0,0,0,0,0
1664648963.4341164,0,0,0,0,0,0,0
1664648963.530021,0,0,0,0,0,0,0
1664648963.6336095,0,0,0,0,0,0,0
1664648963.730679,0,0,0,0,0,0,0
1664648963.8302116,0,0,0,0,0,0,0
1664648963.93028,0,0,0,0,0,0,0
1664648964.031792,0,0,0,0,0,0,0
1664648964.130068,0,0,0,0,0,0,0
1664648964.230102,0,0,0,0,0,0,0
1664648964.3310277,0,0,0,0,0,0,0
1664648964.4340446,0,0,0,0,0,0,0
1664648964.5357049,0,0,0,0,0,0,0
1664648964.6302955,0,0,0,0,0,0,0
1664648964.7303715,0,0,0,0,0,0,0
1664648964.830593,0,0,0,0,0,0,0
1664648964.9302268,0,0,0,0,0,0,0
1664648965.0326407,0,0,0,0,0,0,0
1664648965.1299284,0,0,0,0,0,0,0
1664648965.234967,0,0,0,0,0,0,0
1664648965.3325984,0.0,0.0,0,0,0,0,0
1664648965.4328592,0.0,0.0,0,0,0,0,0
1664648965.531557,0.0,0.0,0,0,0,0,0
1664648965.6503043,0.0,0.0,0,0,0,0,0
1664648965.7299857,0.0,0.0,0,0,0,0,0
1664648965.830298,0.0,0.0,0,0,0,0,0
1664648965.9297268,0.0,0.0,0,0,0,0,0
1664648966.0312288,0.0,0.0,0,0,0,0,0
1664648966.1310773,0.0,0.0,0,0,0,0,0
1664648966.2305708,0.0,0.0,0,0,0,0,0
1664648966.345947,0.0,0.0,0,0,0,0,0
1664648966.4305844,0.0,0.0,0,0,0,0,0
1664648966.530028,0.0,0.0,0,0,0,0,0
1664648966.630354,0.0,0.0,0,0,0,0,0
1664648966.7336354,0.0,0.0,0,0,0,0,0
1664648966.8298342,0.0,0.0,0,0,0,0,0
1664648966.930566,0.0,0.0,0,0,0,0,0
1664648967.0322948,0.0,0.0,0,0,0,0,0
1664648967.131426,0.0,0.0,0,0,0,0,0
1664648967.2302082,0.0,0.0,0,0,0,0,0
1664648967.3314838,0.0,0.0,0,0,0,0,0
1664648967.4348907,0.0,0.0,0,0,0,0,0
1664648967.5327785,0.0,0.0,0,0,0,0,0
1664648967.6311486,0.0,0.0,0,0,0,0,0
1664648967.7330236,0.0,0.0,0,0,0,0,0
1664648967.8328116,0.0,0.0,0,0,0,0,0
1664648967.9307032,0.0,0.0,0,0,0,0,0
1664648968.030159,0.0,0.0,0,0,0,0,0
1664648968.132662,0.0,0.0,0,0,0,0,0
1664648968.2301247,0.0,0.0,0,0,0,0,0
1664648968.3326552,0.0,0.0,0,0,0,0,0
1664648968.4301066,0.0,0.0,0,0,0,0,0
1664648968.533891,0.0,0.0,0,0,0,0,0
1664648968.630469,0.0,0.0,0,0,0,0,0
1664648968.7312856,0.0,0.0,0,0,0,0,0
1664648968.8323731,0.0,0.0,0,0,0,0,0
1664648968.9553492,0.0,0.0,0,0,0,0,0
1664648969.0348315,0.0,0.0,0,0,0,0,0
1664648969.1338723,0.0,0.0,0,0,0,0,0
1664648969.2300951,0.0,0.0,0,0,0,0,0
1664648969.3302855,0.0,0.0,0,0,0,0,0
1664648969.432784,0.0,0.0,0,0,0,0,0
1664648969.5305452,0.0,0.0,0,0,0,0,0
1664648969.6320531,0.0,0.0,0,0,0,0,0
1664648969.73206,0.0,0.0,0,0,0,0,0
1664648969.8343759,0.0,0.0,0,0,0,0,0
1664648969.9341571,0.0,0.0,0,0,0,0,0
1664648970.0304384,0.0,0.0,0,0,0,0,0
1664648970.1307187,0.0,0.0,0,0,0,0,0
1664648970.2306035,0.0,0.0,0,0,0,0,0
1664648970.3300433,0.0,0.0,0,0,0,0,0
1664648970.431122,0.0,0.0,0,0,0,0,0
1664648970.532227,0.0,0.0,0,0,0,0,0
1664648970.6324668,0.0,0.0,0,0,0,0,0
1664648970.7299006,0.0,0.0,0,0,0,0,0
1664648970.8309548,0.0,0.0,0,0,0,0,0
1664648970.9368098,0.0,0.0,0,0,0,0,0
1664648971.0308738,0.0,0.0,0,0,0,0,0
1664648971.1312163,0.0,0.0,0,0,0,0,0
1664648971.2323203,0.0,0.0,0,0,0,0,0
1664648971.331566,0.0,0.0,0,0,0,0,0
1664648971.4316287,0.0,0.0,0,0,0,0,0
1664648971.5300133,0.0,0.0,0,0,0,0,0
1664648971.6305127,0.0,0.0,0,0,0,0,0
1664648971.7313013,0.0,0.0,0,0,0,0,0
1664648971.830924,0.0,0.0,0,0,0,0,0
1664648971.9306486,0.0,0.0,0,0,0,0,0
1664648972.0309408,0.0,0.0,0,0,0,0,0
1664648972.1340744,0.0,0.0,0,0,0,0,0
1664648972.2309685,0.0,0.0,0,0,0,0,0
1664648972.3326135,0.0,0.0,0,0,0,0,0
1664648972.4380965,0.0,0.0,0,0,0,0,0
1664648972.530611,0.0,0.0,0,0,0,0,0
1664648972.6308868,0.0,0.0,0,0,0,0,0
1664648972.7297974,0.0,0.0,0,0,0,0,0
1664648972.8315394,0.0,0.0,0,0,0,0,0
1664648972.9309297,0.0,0.0,0,0,0,0,0
1664648973.029903,0.0,0.0,0,0,0,0,0
1664648973.1308396,0.0,0.0,0,0,0,0,0
1664648973.2324576,0.0,0.0,0,0,0,0,0
1664648973.3303611,0.0,0.0,0,0,0,0,0
1664648973.4323773,0.0,0.0,0,0,0,0,0
1664648973.5304732,0.0,0.0,0,0,0,0,0
1664648973.63152,0.0,0.0,0,0,0,0,0
1664648973.73236,0.0,0.0,0,0,0,0,0
1664648973.8328779,0.0,0.0,0,0,0,0,0
1664648973.9306934,0.0,0.0,0,0,0,0,0
1664648974.0330539,0.0,0.0,0,0,0,0,0
1664648974.131541,0.0,0.0,0,0,0,0,0
1664648974.230692,0.0,0.0,0,0,0,0,0
1664648974.3313513,0.0,0.0,0,0,0,0,0
1664648974.4302654,0.0,0.0,0,0,0,0,0
1664648974.5300016,0.0,0.0,0,0,0,0,0
1664648974.6298563,0.0,0.0,0,0,0,0,0
1664648974.7309396,0.0,0.0,0,0,0,0,0
1664648974.8307438,0.0,0.0,0,0,0,0,0
1664648974.9299555,0.0,0.0,0,0,0,0,0
1664648975.0306923,0.0,0.0,0,0,0,0,0
1664648975.1315982,0.0,0.0,0,0,0,0,0
1664648975.230297,0.0,0.0,0,0,0,0,0
1664648975.3303735,0.0,0.0,0,0,0,0,0
1664648975.4303365,0.0,0.0,0,0,0,0,0
1664648975.5298896,0.0,0.0,0,0,0,0,0
1664648975.6308093,0.0,0.0,0,0,0,0,0
1664648975.731208,0.0,0.0,0,0,0,0,0
1664648975.8309767,0.0,0.0,0,0,0,0,0
1664648975.9313495,0.0,0.0,0,0,0,0,0
1664648976.0316758,0.0,0.0,0,0,0,0,0
1664648976.1309226,0.0,0.0,0,0,0,0,0
1664648976.2324152,0.0,0.0,0,0,0,0,0
1664648976.331856,0.0,0.0,0,0,0,0,0
1664648976.4304686,0.0,0.0,0,0,0,0,0
1664648976.529872,0.0,0.0,0,0,0,0,0
1664648976.6310592,0.0,0.0,0,0,0,0,0
1664648976.7410407,0.0,0.0,0,0,0,0,0
1664648976.830439,0.0,0.0,0,0,0,0,0
1664648976.953467,0.0,0.0,0,0,0,0,0
1664648977.0400383,0.0,0.0,0,0,0,0,0
1664648977.132775,0.0,0.0,0,0,0,0,0
1664648977.2318523,0.0,0.0,0,0,0,0,0
1664648977.3323615,0.0,0.0,0,0,0,0,0
1664648977.4307206,0.0,0.0,0,0,0,0,0
1664648977.530309,0.0,0.0,0,0,0,0,0
1664648977.6310823,0.0,0.0,0,0,0,0,0
1664648977.7308416,0.0,0.0,0,0,0,0,0
1664648977.8313637,0.0,0.0,0,0,0,0,0
1664648977.9317589,0.0,0.0,0,0,0,0,0
1664648978.040648,0.0,0.0,0,0,0,0,0
1664648978.1326733,0.0,0.0,0,0,0,0,0
1664648978.2355196,0.0,0.0,0,0,0,0,0
1664648978.3309417,0.0,0.0,0,0,0,0,0
1664648978.4309068,0.0,0.0,0,0,0,0,0
1664648978.5310252,0.0,0.0,0,0,0,0,0
1664648978.6301363,0.0,0.0,0,0,0,0,0
1664648978.735404,0.0,0.0,0,0,0,0,0
1664648978.8326845,0.0,0.0,0,0,0,0,0
1664648978.9370232,0.0,0.0,0,0,0,0,0
1664648979.0336335,0.0,0.0,0,0,0,0,0
1664648979.131032,0.0,0.0,0,0,0,0,0
1664648979.2302234,0.0,0.0,0,0,0,0,0
1664648979.3307657,0.0,0.0,0,0,0,0,0
1664648979.4307055,0.0,0.0,0,0,0,0,0
1664648979.5312912,0.0,0.0,0,0,0,0,0
1664648979.631217,0.0,0.0,0,0,0,0,0
1664648979.7306602,0.0,0.0,0,0,0,0,0
1664648979.8310144,0.0,0.0,0,0,0,0,0
1664648979.930312,0.0,0.0,0,0,0,0,0
1664648980.0299838,0.0,0.0,0,0,0,0,0
1664648980.130891,0.0,0.0,0,0,0,0,0
1664648980.2334044,0.0,0.0,0,0,0,0,0
1664648980.3299384,0.0,0.0,0,0,0,0,0
1664648980.4322329,0.0,0.0,0,0,0,0,0
1664648980.5312004,0.0,0.0,0,0,0,0,0
1664648980.6311634,0.0,0.0,0,0,0,0,0
1664648980.7300034,0.0,0.0,0,0,0,0,0
1664648980.831132,0.0,0.0,0,0,0,0,0
1664648980.9304266,0.0,0.0,0,0,0,0,0
