timestamp,latitude,longitude,heading,bearing,speed,satnum,distance
1664897016.6834736,0,0,133.97,0,0,0,0
1664897016.7798715,0,0,133.9,0,0,0,0
1664897016.879821,0,0,132.71,0,0.293,0,0
1664897016.9800415,26.840847166666666,75.56208533333333,134.1,0,0.293,7,0
1664897017.0810192,26.840847166666666,75.56208533333333,132.72,0,0.293,7,0
1664897017.180661,26.840847166666666,75.56208533333333,134.12,0,0.293,7,0
1664897017.2802496,26.840847166666666,75.56208533333333,134.29,0,0.293,7,0
1664897017.3834934,26.840847166666666,75.56208533333333,134.1,0,0.293,7,0
1664897017.485612,26.840847166666666,75.56208533333333,133.93,0,0.293,7,0
1664897017.580907,26.840847166666666,75.56208533333333,134.0,0,0.293,7,0
1664897017.6802812,26.840847166666666,75.56208533333333,134.22,0,0.336,7,0
1664897017.7941592,26.840847833333335,75.56208433333333,134.32,0,0.336,7,0
1664897017.8819275,26.840847833333335,75.56208433333333,134.03,0,0.336,7,0
1664897017.9809554,26.840847833333335,75.56208433333333,133.9,0,0.336,7,0
1664897018.0800543,26.840847833333335,75.56208433333333,134.2,0,0.336,7,0
1664897018.1797495,26.840847833333335,75.56208433333333,134.15,0,0.336,7,0
1664897018.2801764,26.840847833333335,75.56208433333333,134.1,0,0.336,7,0
1664897018.3798041,26.840847833333335,75.56208433333333,134.05,0,0.336,7,0
1664897018.4849102,26.840847833333335,75.56208433333333,133.88,0,0.122,7,0
1664897018.580241,26.8408495,75.56208366666667,134.58,0,0.122,7,0
1664897018.6809397,26.8408495,75.56208366666667,134.05,0,0.122,7,0
1664897018.7802725,26.8408495,75.56208366666667,133.92,0,0.122,7,0
1664897018.8856235,26.8408495,75.56208366666667,134.1,0,0.122,7,0
1664897018.9831054,26.8408495,75.56208366666667,134.1,0,0.122,7,0
1664897019.0889466,26.8408495,75.56208366666667,133.83,0,0.122,7,0
1664897019.180139,26.8408495,75.56208366666667,133.85,0,0.122,7,0
1664897019.2800035,26.8408495,75.56208366666667,133.85,0,0.122,7,0
1664897019.3837245,26.840851333333333,75.56208283333333,133.73,0,0.283,7,0
1664897019.48076,26.840851333333333,75.56208283333333,132.78,0,0.283,7,0
1664897019.5809884,26.840851333333333,75.56208283333333,133.98,0,0.283,7,0
1664897019.6848848,26.840851333333333,75.56208283333333,133.83,0,0.283,7,0
1664897019.7930806,26.840851333333333,75.56208283333333,133.95,0,0.283,7,0
1664897019.8898919,26.840851333333333,75.56208283333333,134.31,0,0.283,7,0
1664897019.9811056,26.840851333333333,75.56208283333333,134.31,0,0.283,7,0
1664897020.0798051,26.840851333333333,75.56208283333333,134.09,0,0.086,7,0
1664897020.1821618,26.840851833333332,75.56208283333333,134.39,0,0.086,7,0
1664897020.2808685,26.840851833333332,75.56208283333333,133.81,0,0.086,7,0
1664897020.380094,26.840851833333332,75.56208283333333,134.36,0,0.086,7,0
1664897020.4808688,26.840851833333332,75.56208283333333,134.36,0,0.086,7,0
1664897020.5811381,26.840851833333332,75.56208283333333,134.96,0,0.086,7,0
1664897020.6836054,26.840851833333332,75.56208283333333,133.88,0,0.086,7,0
1664897020.779837,26.840851833333332,75.56208283333333,133.75,0,0.086,7,0
1664897020.8804493,26.840851833333332,75.56208283333333,133.91,0,0.012,7,0
1664897020.9809678,26.840850833333334,75.562084,134.03,0,0.012,7,0
1664897021.0803497,26.840850833333334,75.562084,133.85,0,0.012,7,0
1664897021.1817343,26.840850833333334,75.562084,133.83,0,0.012,7,0
1664897021.280103,26.840850833333334,75.562084,133.93,0,0.012,7,0
1664897021.380441,26.840850833333334,75.562084,133.88,0,0.012,7,0
1664897021.4810734,26.840850833333334,75.562084,136.4,0,0.012,7,0
1664897021.5843267,26.840850833333334,75.562084,134.32,0,0.012,7,0
1664897021.6841621,26.840850833333334,75.562084,133.98,0,0.012,7,0
1664897021.7809343,26.840850833333334,75.562084,132.93,0,0.012,7,0
1664897021.884437,26.840850833333334,75.562084,135.0,0,0.012,7,0
1664897021.9873657,26.840850833333334,75.562084,134.13,0,0.012,7,0
1664897022.0868783,26.840850833333334,75.562084,133.0,0,0.012,7,0
1664897022.1822145,26.840850833333334,75.562084,134.7,0,0.012,7,0
1664897022.2818289,26.840850833333334,75.562084,133.64,0,0.012,7,0
1664897022.3819382,26.840850833333334,75.562084,133.49,0,0.012,7,0
1664897022.4814172,26.840850833333334,75.562084,134.25,0,0.012,7,0
1664897022.581221,26.840850833333334,75.562084,133.66,0,0.012,7,0
1664897022.6808844,26.840850833333334,75.562084,133.87,0,0.012,7,0
1664897022.7801642,26.840850833333334,75.562084,134.32,0,0.012,7,0
1664897022.8839598,26.840850833333334,75.562084,133.87,0,0.012,7,0
1664897022.9907382,26.840850833333334,75.562084,134.31,0,0.012,7,0
1664897023.0827534,26.840850833333334,75.562084,134.0,0,0.012,7,0
1664897023.1813533,26.840850833333334,75.562084,132.96,0,0.012,7,0
1664897023.2809975,26.840850833333334,75.562084,133.95,0,0.012,7,0
1664897023.3819149,26.840850833333334,75.562084,134.07,0,0.012,7,0
1664897023.4802861,26.840850833333334,75.562084,134.1,0,0.012,7,0
1664897023.5818563,26.840850833333334,75.562084,133.98,0,0.012,7,0
1664897023.680828,26.840850833333334,75.562084,133.64,0,0.012,7,0
1664897023.7829113,26.840850833333334,75.562084,133.98,0,0.012,7,0
1664897023.886998,26.840850833333334,75.562084,133.75,0,0.012,7,0
1664897023.9823549,26.840850833333334,75.562084,133.76,0,0.012,7,0
1664897024.0828238,26.840850833333334,75.562084,138.12,0,0.012,7,0
1664897024.181915,26.840850833333334,75.562084,130.5,0,0.012,7,0
1664897024.2798593,26.840850833333334,75.562084,133.7,0,0.012,7,0
1664897024.3856702,26.840850833333334,75.562084,135.51,0,0.012,7,0
1664897024.4847791,26.840850833333334,75.562084,133.76,0,0.012,7,0
1664897024.582531,26.840850833333334,75.562084,136.21,0,0.012,7,0
1664897024.680831,26.840850833333334,75.562084,132.7,0,0.012,7,0
1664897024.7827911,26.840850833333334,75.562084,132.19,0,0.012,7,0
1664897024.880001,26.840850833333334,75.562084,133.84,0,0.012,7,0
1664897024.9863837,26.840850833333334,75.562084,133.84,0,0.012,7,0
1664897025.0801642,26.840850833333334,75.562084,131.95,0,0.012,7,0
1664897025.1811192,26.840850833333334,75.562084,135.29,0,0.012,7,0
1664897025.2821107,26.840850833333334,75.562084,136.87,0,0.012,7,0
1664897025.3810976,26.840850833333334,75.562084,134.84,0,0.012,7,0
1664897025.4798322,26.840850833333334,75.562084,134.22,0,0.012,7,0
1664897025.580123,26.840850833333334,75.562084,133.04,0,0.012,7,0
1664897025.68592,26.840850833333334,75.562084,132.68,0,0.012,7,0
1664897025.7829537,26.840850833333334,75.562084,132.67,0,0.012,7,0
1664897025.8837438,26.840850833333334,75.562084,130.71,0,0.012,7,0
1664897025.9801066,26.840850833333334,75.562084,132.77,0,0.012,7,0
1664897026.0825408,26.840850833333334,75.562084,133.54,0,0.012,7,0
1664897026.1853015,26.840850833333334,75.562084,132.39,0,0.012,7,0
1664897026.2804623,26.840850833333334,75.562084,132.94,0,0.012,7,0
1664897026.3807094,26.840850833333334,75.562084,134.61,0,0.012,7,0
1664897026.4811738,26.840850833333334,75.562084,131.81,0,0.012,7,0
1664897026.58607,26.840850833333334,75.562084,135.62,0,0.149,7,0
1664897026.6815634,26.840849833333333,75.56208616666666,134.76,0,0.149,7,0
1664897026.7811093,26.840849833333333,75.56208616666666,134.58,0,0.149,7,0
1664897026.8810632,26.840849833333333,75.56208616666666,131.55,0,0.149,7,0
1664897026.9844508,26.840849833333333,75.56208616666666,131.41,0,0.149,7,0
1664897027.0837734,26.840849833333333,75.56208616666666,132.45,0,0.149,7,0
1664897027.1808202,26.840849833333333,75.56208616666666,134.3,0,0.149,7,0
1664897027.2840767,26.840849833333333,75.56208616666666,131.28,0,0.149,7,0
1664897027.385213,26.840849833333333,75.56208616666666,133.37,0,0.168,7,0
1664897027.4804537,26.840851,75.56208566666666,135.88,0,0.168,7,0
1664897027.581197,26.840851,75.56208566666666,133.22,0,0.168,7,0
1664897027.682564,26.840851,75.56208566666666,131.76,0,0.168,7,0
1664897027.7817006,26.840851,75.56208566666666,133.86,0,0.168,7,0
1664897027.8834574,26.840851,75.56208566666666,129.49,0,0.168,7,0
1664897027.985346,26.840851,75.56208566666666,129.24,0,0.168,7,0
1664897028.0811725,26.840851,75.56208566666666,137.52,0,0.168,7,0
1664897028.1798575,26.840851,75.56208566666666,129.76,0,0.128,7,0
1664897028.2808752,26.840851,75.56208533333333,131.51,0,0.128,7,0
1664897028.381137,26.840851,75.56208533333333,134.03,0,0.128,7,0
1664897028.480199,26.840851,75.56208533333333,136.18,0,0.128,7,0
1664897028.5837944,26.840851,75.56208533333333,136.74,0,0.128,7,0
1664897028.6797347,26.840851,75.56208533333333,136.05,0,0.128,7,0
1664897028.7817252,26.840851,75.56208533333333,131.07,0,0.128,7,0
1664897028.8834102,26.840851,75.56208533333333,135.57,0,0.128,7,0
1664897028.9814708,26.840851,75.56208533333333,132.08,0,0.088,7,0
1664897029.0907066,26.840851333333333,75.562086,133.07,0,0.088,7,0
