timestamp,latitude,longitude,heading,bearing,speed,satnum
1664601493.6580732,0.0,0.0,0,0,0,0
1664601493.7551155,0.0,0.0,0,0,0,0
1664601493.8627915,0.0,0.0,0,0,0,0
1664601493.9549942,0.0,0.0,0,0,0,0
1664601494.0548275,0.0,0.0,0,0,0,0
1664601494.155811,0.0,0.0,0,0,0,0
1664601494.255392,0.0,0.0,0,0,0,0
1664601494.3573709,0.0,0.0,0,0,0,0
1664601494.4614103,0.0,0.0,0,0,0,0
1664601494.5549262,0.0,0.0,0,0,0,0
1664601494.6567647,0.0,0.0,0,0,0,0
1664601494.754937,0.0,0.0,0,0,0,0
1664601494.854986,0.0,0.0,0,0,0,0
1664601494.9549913,0.0,0.0,0,0,0,0
1664601495.0554483,0.0,0.0,0,0,0,0
1664601495.1548696,0.0,0.0,0,0,0,0
1664601495.2587948,0.0,0.0,0,0,0,0
1664601495.355145,0.0,0.0,0,0,0,0
1664601495.4569397,0.0,0.0,0,0,0,0
1664601495.5819216,0.0,0.0,0,0,0,0
1664601495.6558244,0.0,0.0,0,0,0,0
1664601495.7555478,0.0,0.0,0,0,0,0
1664601495.8549368,0.0,0.0,0,0,0,0
1664601495.9547873,0.0,0.0,0,0,0,0
1664601496.055129,0.0,0.0,0,0,0,0
1664601496.155218,0.0,0.0,0,0,0,0
1664601496.2574308,0.0,0.0,0,0,0,0
1664601496.354813,0.0,0.0,0,0,0,0
1664601496.4549053,0.0,0.0,0,0,0,0
1664601496.555521,0.0,0.0,0,0,0,0
1664601496.6586196,0.0,0.0,0,0,0,0
1664601496.7567344,0.0,0.0,0,0,0,0
1664601496.856965,0.0,0.0,0,0,0,0
1664601496.954865,0.0,0.0,0,0,0,0
1664601497.056463,0.0,0.0,0,0,0,0
1664601497.1557634,0.0,0.0,0,0,0,0
1664601497.255268,0.0,0.0,0,0,0,0
1664601497.3558612,0.0,0.0,0,0,0,0
1664601497.4552767,0.0,0.0,0,0,0,0
1664601497.5568318,0.0,0.0,0,0,0,0
1664601497.6550546,0.0,0.0,0,0,0,0
1664601497.7556605,0.0,0.0,0,0,0,0
1664601497.863799,0.0,0.0,0,0,0,0
1664601497.9607232,0.0,0.0,0,0,0,0
1664601498.0565028,0.0,0.0,0,0,0,0
1664601498.1550994,0.0,0.0,0,0,0,0
1664601498.254925,0.0,0.0,0,0,0,0
1664601498.3558125,0.0,0.0,0,0,0,0
1664601498.4553893,0.0,0.0,0,0,0,0
1664601498.5553544,0.0,0.0,0,0,0,0
1664601498.6572142,0.0,0.0,0,0,0,0
1664601498.7569323,0.0,0.0,0,0,0,0
1664601498.8555567,0.0,0.0,0,0,0,0
1664601498.9566674,0.0,0.0,0,0,0,0
1664601499.0547285,0.0,0.0,0,0,0,0
1664601499.155657,0.0,0.0,0,0,0,0
1664601499.2566526,0.0,0.0,0,0,0,0
1664601499.355264,0.0,0.0,0,0,0,0
1664601499.4554818,0.0,0.0,0,0,0,0
1664601499.5564744,0.0,0.0,0,0,0,0
1664601499.6549394,0.0,0.0,0,0,0,0
1664601499.761883,0.0,0.0,0,0,0,0
1664601499.8566585,0.0,0.0,0,0,0,0
1664601499.9551485,0.0,0.0,0,0,0,0
1664601500.0554104,0.0,0.0,0,0,0,0
1664601500.1554117,0.0,0.0,0,0,0,0
1664601500.2550702,0.0,0.0,0,0,0,0
1664601500.3559778,0.0,0.0,0,0,0,0
1664601500.455673,0.0,0.0,0,0,0,0
1664601500.5556693,0.0,0.0,0,0,0,0
1664601500.656237,0.0,0.0,0,0,0,0
1664601500.7585888,0.0,0.0,0,0,0,0
1664601500.8561678,0.0,0.0,0,0,0,0
1664601500.9555142,0.0,0.0,0,0,0,0
1664601501.0559971,0.0,0.0,0,0,0,0
1664601501.1560133,0.0,0.0,0,0,0,0
1664601501.2554443,0.0,0.0,0,0,0,0
1664601501.355823,0.0,0.0,0,0,0,0
1664601501.4549236,0.0,0.0,0,0,0,0
1664601501.5553288,0.0,0.0,0,0,0,0
1664601501.6596448,0.0,0.0,0,0,0,0
1664601501.755087,0.0,0.0,0,0,0,0
1664601501.8626292,0.0,0.0,0,0,0,0
1664601501.9547658,0.0,0.0,0,0,0,0
1664601502.0554168,0.0,0.0,0,0,0,0
1664601502.1572526,0.0,0.0,0,0,0,0
1664601502.2582054,0.0,0.0,0,0,0,0
1664601502.3618927,0.0,0.0,0,0,0,0
1664601502.4548903,0.0,0.0,0,0,0,0
1664601502.5572002,0.0,0.0,0,0,0,0
1664601502.6558664,0.0,0.0,0,0,0,0
1664601502.7550075,0.0,0.0,0,0,0,0
1664601502.861949,0.0,0.0,0,0,0,0
1664601502.9563375,0.0,0.0,0,0,0,0
1664601503.05691,0.0,0.0,0,0,0,0
1664601503.1554394,0.0,0.0,0,0,0,0
1664601503.2559774,0.0,0.0,0,0,0,0
1664601503.35565,0.0,0.0,0,0,0,0
1664601503.4609323,0.0,0.0,0,0,0,0
1664601503.555312,0.0,0.0,0,0,0,0
1664601503.6548872,0.0,0.0,0,0,0,0
1664601503.7555852,0.0,0.0,0,0,0,0
1664601503.8561795,0.0,0.0,0,0,0,0
1664601503.9547627,0.0,0.0,0,0,0,0
1664601504.055618,0.0,0.0,0,0,0,0
1664601504.1617355,0.0,0.0,0,0,0,0
1664601504.2589822,0.0,0.0,0,0,0,0
1664601504.355197,0.0,0.0,0,0,0,0
1664601504.4574926,0.0,0.0,0,0,0,0
1664601504.5633078,0.0,0.0,0,0,0,0
1664601504.6569352,0.0,0.0,0,0,0,0
1664601504.7589555,0.0,0.0,0,0,0,0
1664601504.8559356,0.0,0.0,0,0,0,0
1664601504.9573846,0.0,0.0,0,0,0,0
1664601505.0570238,0.0,0.0,0,0,0,0
1664601505.155178,0.0,0.0,0,0,0,0
1664601505.25908,0.0,0.0,0,0,0,0
1664601505.355028,0.0,0.0,0,0,0,0
1664601505.458913,0.0,0.0,0,0,0,0
1664601505.5581067,0.0,0.0,0,0,0,0
1664601505.655647,0.0,0.0,0,0,0,0
1664601505.7548766,0.0,0.0,0,0,0,0
1664601505.8559365,0.0,0.0,0,0,0,0
1664601505.9574594,0.0,0.0,0,0,0,0
1664601506.0563078,0.0,0.0,0,0,0,0
1664601506.1573925,0.0,0.0,0,0,0,0
1664601506.2607906,0.0,0.0,0,0,0,0
1664601506.357298,0.0,0.0,0,0,0,0
1664601506.4583783,0.0,0.0,0,0,0,0
1664601506.5560894,0.0,0.0,0,0,0,0
1664601506.655146,0.0,0.0,0,0,0,0
1664601506.755078,0.0,0.0,0,0,0,0
1664601506.858733,0.0,0.0,0,0,0,0
1664601506.9573476,0.0,0.0,0,0,0,0
1664601507.0583205,0.0,0.0,0,0,0,0
1664601507.154827,0.0,0.0,0,0,0,0
1664601507.2549138,0.0,0.0,0,0,0,0
1664601507.356311,0.0,0.0,0,0,0,0
1664601507.4550643,0.0,0.0,0,0,0,0
1664601507.5562887,0.0,0.0,0,0,0,0
1664601507.655352,0.0,0.0,0,0,0,0
1664601507.7557611,0.0,0.0,0,0,0,0
1664601507.8559415,0.0,0.0,0,0,0,0
1664601507.9623394,0.0,0.0,0,0,0,0
1664601508.055955,0.0,0.0,0,0,0,0
1664601508.1548688,0.0,0.0,0,0,0,0
1664601508.256098,0.0,0.0,0,0,0,0
1664601508.3550932,0.0,0.0,0,0,0,0
1664601508.4549253,0.0,0.0,0,0,0,0
1664601508.5548904,0.0,0.0,0,0,0,0
1664601508.6553028,0.0,0.0,0,0,0,0
1664601508.7582386,0.0,0.0,0,0,0,0
1664601508.8550239,0.0,0.0,0,0,0,0
1664601508.9552543,0.0,0.0,0,0,0,0
1664601509.0550349,0.0,0.0,0,0,0,0
1664601509.1547532,0.0,0.0,0,0,0,0
1664601509.2552965,0.0,0.0,0,0,0,0
1664601509.3621347,0.0,0.0,0,0,0,0
1664601509.4558208,0.0,0.0,0,0,0,0
1664601509.5549731,0.0,0.0,0,0,0,0
1664601509.6555552,0.0,0.0,0,0,0,0
1664601509.757138,0.0,0.0,0,0,0,0
1664601509.8573794,0.0,0.0,0,0,0,0
1664601509.955476,0.0,0.0,0,0,0,0
1664601510.055479,0.0,0.0,0,0,0,0
1664601510.1551495,0.0,0.0,0,0,0,0
1664601510.2549975,0.0,0.0,0,0,0,0
1664601510.3582103,0.0,0.0,0,0,0,0
1664601510.4628737,0.0,0.0,0,0,0,0
1664601510.5547752,0.0,0.0,0,0,0,0
1664601510.655961,0.0,0.0,0,0,0,0
1664601510.755448,0.0,0.0,0,0,0,0
1664601510.8561273,0.0,0.0,0,0,0,0
1664601510.9555151,0.0,0.0,0,0,0,0
1664601511.057507,0.0,0.0,0,0,0,0
1664601511.1595316,0.0,0.0,0,0,0,0
1664601511.2559907,0.0,0.0,0,0,0,0
1664601511.3548064,0.0,0.0,0,0,0,0
1664601511.4551592,0.0,0.0,0,0,0,0
1664601511.5565436,0.0,0.0,0,0,0,0
1664601511.6550786,0.0,0.0,0,0,0,0
1664601511.7551365,0.0,0.0,0,0,0,0
1664601511.8554122,0.0,0.0,0,0,0,0
1664601511.961994,0.0,0.0,0,0,0,0
1664601512.055147,0.0,0.0,0,0,0,0
1664601512.1557634,0.0,0.0,0,0,0,0
1664601512.2555964,0.0,0.0,0,0,0,0
1664601512.3553424,0.0,0.0,0,0,0,0
1664601512.4551272,0.0,0.0,0,0,0,0
1664601512.5549455,0.0,0.0,0,0,0,0
1664601512.654882,0.0,0.0,0,0,0,0
1664601512.7576175,0.0,0.0,0,0,0,0
1664601512.855992,0.0,0.0,0,0,0,0
1664601512.955764,0.0,0.0,0,0,0,0
1664601513.057791,0.0,0.0,0,0,0,0
1664601513.1549945,0.0,0.0,0,0,0,0
1664601513.2589786,0.0,0.0,0,0,0,0
1664601513.3581035,0.0,0.0,0,0,0,0
1664601513.4569511,0.0,0.0,0,0,0,0
1664601513.5547757,0.0,0.0,0,0,0,0
1664601513.6555622,0.0,0.0,0,0,0,0
1664601513.7553225,0.0,0.0,0,0,0,0
1664601513.8553402,0.0,0.0,0,0,0,0
1664601513.9551895,0.0,0.0,0,0,0,0
1664601514.0554228,0.0,0.0,0,0,0,0
1664601514.159061,0.0,0.0,0,0,0,0
1664601514.2623365,0.0,0.0,0,0,0,0
1664601514.3550832,0.0,0.0,0,0,0,0
1664601514.4564388,0.0,0.0,0,0,0,0
1664601514.5547957,0.0,0.0,0,0,0,0
1664601514.6553571,0.0,0.0,0,0,0,0
1664601514.7579775,0.0,0.0,0,0,0,0
1664601514.8648233,0.0,0.0,0,0,0,0
1664601514.9623964,0.0,0.0,0,0,0,0
1664601515.0549262,0.0,0.0,0,0,0,0
1664601515.154926,0.0,0.0,0,0,0,0
1664601515.2586734,0.0,0.0,0,0,0,0
1664601515.3560128,0.0,0.0,0,0,0,0
1664601515.4564633,0.0,0.0,0,0,0,0
1664601515.5549371,0.0,0.0,0,0,0,0
1664601515.6569972,0.0,0.0,0,0,0,0
1664601515.7548773,0.0,0.0,0,0,0,0
1664601515.8555458,0.0,0.0,0,0,0,0
1664601515.955858,0.0,0.0,0,0,0,0
1664601516.0553818,0.0,0.0,0,0,0,0
1664601516.1554828,0.0,0.0,0,0,0,0
1664601516.2559514,0.0,0.0,0,0,0,0
1664601516.3557303,0.0,0.0,0,0,0,0
1664601516.4555085,0.0,0.0,0,0,0,0
1664601516.5546837,0.0,0.0,0,0,0,0
1664601516.6556573,0.0,0.0,0,0,0,0
1664601516.755588,0.0,0.0,0,0,0,0
1664601516.8572652,0.0,0.0,0,0,0,0
1664601516.9559052,0.0,0.0,0,0,0,0
1664601517.0554242,0.0,0.0,0,0,0,0
1664601517.157553,0.0,0.0,0,0,0,0
1664601517.2566419,0.0,0.0,0,0,0,0
1664601517.3559952,0.0,0.0,0,0,0,0
1664601517.4547203,0.0,0.0,0,0,0,0
1664601517.5548036,0.0,0.0,0,0,0,0
1664601517.656225,0.0,0.0,0,0,0,0
1664601517.7563477,0.0,0.0,0,0,0,0
1664601517.86534,0.0,0.0,0,0,0,0
1664601517.9558654,0.0,0.0,0,0,0,0
1664601518.0554073,0.0,0.0,0,0,0,0
1664601518.1592476,0.0,0.0,0,0,0,0
1664601518.255533,0.0,0.0,0,0,0,0
1664601518.3548965,0.0,0.0,0,0,0,0
1664601518.4565318,0.0,0.0,0,0,0,0
1664601518.5573597,0.0,0.0,0,0,0,0
1664601518.6550055,0.0,0.0,0,0,0,0
1664601518.7750037,0.0,0.0,0,0,0,0
1664601518.8555677,0.0,0.0,0,0,0,0
1664601518.9576132,0.0,0.0,0,0,0,0
1664601519.0572364,0.0,0.0,0,0,0,0
1664601519.1563888,0.0,0.0,0,0,0,0
1664601519.2554016,0.0,0.0,0,0,0,0
1664601519.3549204,0.0,0.0,0,0,0,0
1664601519.4550889,0.0,0.0,0,0,0,0
1664601519.5556517,0.0,0.0,0,0,0,0
1664601519.6554887,0.0,0.0,0,0,0,0
1664601519.754766,0.0,0.0,0,0,0,0
1664601519.8558102,0.0,0.0,0,0,0,0
1664601519.9555817,0.0,0.0,0,0,0,0
1664601520.055527,0.0,0.0,0,0,0,0
1664601520.1554704,0.0,0.0,0,0,0,0
1664601520.256645,0.0,0.0,0,0,0,0
1664601520.3556592,0.0,0.0,0,0,0,0
1664601520.4618933,0.0,0.0,0,0,0,0
1664601520.5551794,0.0,0.0,0,0,0,0
1664601520.6552484,0.0,0.0,0,0,0,0
1664601520.7561164,0.0,0.0,0,0,0,0
1664601520.856211,0.0,0.0,0,0,0,0
1664601520.9586706,0.0,0.0,0,0,0,0
1664601521.0561361,0.0,0.0,0,0,0,0
1664601521.1559322,0.0,0.0,0,0,0,0
1664601521.2547739,0.0,0.0,0,0,0,0
1664601521.3552113,0.0,0.0,0,0,0,0
1664601521.4691908,0.0,0.0,0,0,0,0
1664601521.5552008,0.0,0.0,0,0,0,0
1664601521.6617796,0.0,0.0,0,0,0,0
1664601521.755245,0.0,0.0,0,0,0,0
1664601521.862608,0.0,0.0,0,0,0,0
1664601521.956022,0.0,0.0,0,0,0,0
1664601522.055061,0.0,0.0,0,0,0,0
1664601522.1546617,0.0,0.0,0,0,0,0
1664601522.2656043,0.0,0.0,0,0,0,0
1664601522.3553038,0.0,0.0,0,0,0,0
1664601522.4554179,0.0,0.0,0,0,0,0
1664601522.555715,0.0,0.0,0,0,0,0
1664601522.6558557,0.0,0.0,0,0,0,0
1664601522.7557936,0.0,0.0,0,0,0,0
1664601522.856451,0.0,0.0,0,0,0,0
1664601522.9547782,0.0,0.0,0,0,0,0
1664601523.0553677,0.0,0.0,0,0,0,0
1664601523.1582484,0.0,0.0,0,0,0,0
1664601523.2566295,0.0,0.0,0,0,0,0
1664601523.3555117,0.0,0.0,0,0,0,0
1664601523.4576693,0.0,0.0,0,0,0,0
1664601523.555872,0.0,0.0,0,0,0,0
1664601523.6555126,0.0,0.0,0,0,0,0
1664601523.7555888,0.0,0.0,0,0,0,0
1664601523.8626158,0.0,0.0,0,0,0,0
1664601523.959766,0.0,0.0,0,0,0,0
1664601524.0547388,0.0,0.0,0,0,0,0
1664601524.156818,0.0,0.0,0,0,0,0
1664601524.257939,0.0,0.0,0,0,0,0
1664601524.354819,0.0,0.0,0,0,0,0
1664601524.4552999,0.0,0.0,0,0,0,0
1664601524.5548632,0.0,0.0,0,0,0,0
1664601524.6556733,0.0,0.0,0,0,0,0
1664601524.754865,0.0,0.0,0,0,0,0
1664601524.8551223,0.0,0.0,0,0,0,0
1664601524.9577384,0.0,0.0,0,0,0,0
1664601525.0591965,0.0,0.0,0,0,0,0
1664601525.1547022,0.0,0.0,0,0,0,0
1664601525.2548418,0.0,0.0,0,0,0,0
1664601525.3548331,0.0,0.0,0,0,0,0
1664601525.4552956,0.0,0.0,0,0,0,0
1664601525.555174,0.0,0.0,0,0,0,0
1664601525.6559727,0.0,0.0,0,0,0,0
1664601525.756291,0.0,0.0,0,0,0,0
1664601525.855205,0.0,0.0,0,0,0,0
1664601525.9549706,0.0,0.0,0,0,0,0
1664601526.0550613,0.0,0.0,0,0,0,0
1664601526.1556385,0.0,0.0,0,0,0,0
1664601526.2563448,0.0,0.0,0,0,0,0
1664601526.3556793,0.0,0.0,0,0,0,0
1664601526.4550698,0.0,0.0,0,0,0,0
1664601526.5547059,0.0,0.0,0,0,0,0
1664601526.6549509,0.0,0.0,0,0,0,0
1664601526.7577603,0.0,0.0,0,0,0,0
1664601526.8554494,0.0,0.0,0,0,0,0
1664601526.9602897,0.0,0.0,0,0,0,0
1664601527.0560317,0.0,0.0,0,0,0,0
1664601527.155031,0.0,0.0,0,0,0,0
1664601527.2559655,0.0,0.0,0,0,0,0
1664601527.356089,0.0,0.0,0,0,0,0
1664601527.4553945,0.0,0.0,0,0,0,0
1664601527.5554178,0.0,0.0,0,0,0,0
1664601527.6593306,0.0,0.0,0,0,0,0
1664601527.756411,0.0,0.0,0,0,0,0
1664601527.8579736,0.0,0.0,0,0,0,0
1664601527.96138,0.0,0.0,0,0,0,0
1664601528.0557034,0.0,0.0,0,0,0,0
1664601528.1549196,0.0,0.0,0,0,0,0
1664601528.2660651,0.0,0.0,0,0,0,0
1664601528.3556948,0.0,0.0,0,0,0,0
1664601528.4590883,0.0,0.0,0,0,0,0
1664601528.559759,0.0,0.0,0,0,0,0
1664601528.6560879,0.0,0.0,0,0,0,0
1664601528.7558746,0.0,0.0,0,0,0,0
1664601528.8557365,0.0,0.0,0,0,0,0
1664601528.9599054,0.0,0.0,0,0,0,0
1664601529.0576239,0.0,0.0,0,0,0,0
1664601529.1548948,0.0,0.0,0,0,0,0
1664601529.262806,0.0,0.0,0,0,0,0
1664601529.3559778,0.0,0.0,0,0,0,0
1664601529.4706557,0.0,0.0,0,0,0,0
1664601529.5587845,0.0,0.0,0,0,0,0
1664601529.6650243,0.0,0.0,0,0,0,0
1664601529.7569056,0.0,0.0,0,0,0,0
1664601529.8564665,0.0,0.0,0,0,0,0
1664601529.9552882,0.0,0.0,0,0,0,0
1664601530.0559056,0.0,0.0,0,0,0,0
1664601530.155145,0.0,0.0,0,0,0,0
1664601530.25574,0.0,0.0,0,0,0,0
1664601530.371447,0.0,0.0,0,0,0,0
1664601530.457269,0.0,0.0,0,0,0,0
1664601530.556421,0.0,0.0,0,0,0,0
1664601530.6552777,0.0,0.0,0,0,0,0
1664601530.7561553,0.0,0.0,0,0,0,0
1664601530.8549507,0.0,0.0,0,0,0,0
1664601530.9561403,0.0,0.0,0,0,0,0
1664601531.0549345,0.0,0.0,0,0,0,0
1664601531.155103,0.0,0.0,0,0,0,0
1664601531.2571335,0.0,0.0,0,0,0,0
1664601531.3554137,0.0,0.0,0,0,0,0
1664601531.4549975,0.0,0.0,0,0,0,0
1664601531.5565395,0.0,0.0,0,0,0,0
1664601531.6566556,0.0,0.0,0,0,0,0
1664601531.7555904,0.0,0.0,0,0,0,0
1664601531.8585048,0.0,0.0,0,0,0,0
1664601531.9560578,0.0,0.0,0,0,0,0
1664601532.0562756,0.0,0.0,0,0,0,0
1664601532.1549687,0.0,0.0,0,0,0,0
1664601532.2565038,0.0,0.0,0,0,0,0
1664601532.3576229,0.0,0.0,0,0,0,0
1664601532.4603965,0.0,0.0,0,0,0,0
1664601532.5562048,0.0,0.0,0,0,0,0
1664601532.6555874,0.0,0.0,0,0,0,0
1664601532.7554317,0.0,0.0,0,0,0,0
1664601532.8643997,0.0,0.0,0,0,0,0
1664601532.9555717,0.0,0.0,0,0,0,0
1664601533.0547314,0.0,0.0,0,0,0,0
1664601533.1553392,0.0,0.0,0,0,0,0
1664601533.257169,0.0,0.0,0,0,0,0
1664601533.3555331,0.0,0.0,0,0,0,0
1664601533.4558995,0.0,0.0,0,0,0,0
1664601533.5555797,0.0,0.0,0,0,0,0
1664601533.6603978,0.0,0.0,0,0,0,0
1664601533.754858,0.0,0.0,0,0,0,0
1664601533.8553958,0.0,0.0,0,0,0,0
1664601533.9554405,0.0,0.0,0,0,0,0
1664601534.0551453,0.0,0.0,0,0,0,0
1664601534.1652932,0.0,0.0,0,0,0,0
1664601534.2556074,0.0,0.0,0,0,0,0
1664601534.3564215,0.0,0.0,0,0,0,0
1664601534.4551895,0.0,0.0,0,0,0,0
1664601534.5547054,0.0,0.0,0,0,0,0
1664601534.65555,0.0,0.0,0,0,0,0
1664601534.755445,0.0,0.0,0,0,0,0
1664601534.8562846,0.0,0.0,0,0,0,0
1664601534.9560354,0.0,0.0,0,0,0,0
1664601535.0565598,0.0,0.0,0,0,0,0
1664601535.1571865,0.0,0.0,0,0,0,0
1664601535.256116,0.0,0.0,0,0,0,0
1664601535.3552732,0.0,0.0,0,0,0,0
1664601535.4573145,0.0,0.0,0,0,0,0
1664601535.554692,0.0,0.0,0,0,0,0
1664601535.6548498,0.0,0.0,0,0,0,0
1664601535.7577717,0.0,0.0,0,0,0,0
1664601535.8550763,0.0,0.0,0,0,0,0
1664601535.9556913,0.0,0.0,0,0,0,0
1664601536.056049,0.0,0.0,0,0,0,0
1664601536.1549795,0.0,0.0,0,0,0,0
1664601536.255279,0.0,0.0,0,0,0,0
1664601536.361517,0.0,0.0,0,0,0,0
1664601536.46007,0.0,0.0,0,0,0,0
1664601536.556246,0.0,0.0,0,0,0,0
1664601536.6782765,0.0,0.0,0,0,0,0
1664601536.7564304,0.0,0.0,0,0,0,0
1664601536.8549337,0.0,0.0,0,0,0,0
1664601536.9555554,0.0,0.0,0,0,0,0
1664601537.0548203,0.0,0.0,0,0,0,0
1664601537.1548774,0.0,0.0,0,0,0,0
1664601537.2584593,0.0,0.0,0,0,0,0
1664601537.3556972,0.0,0.0,0,0,0,0
1664601537.460343,0.0,0.0,0,0,0,0
1664601537.5571826,0.0,0.0,0,0,0,0
1664601537.655515,0.0,0.0,0,0,0,0
1664601537.7552383,0.0,0.0,0,0,0,0
1664601537.854673,0.0,0.0,0,0,0,0
1664601537.9642675,0.0,0.0,0,0,0,0
1664601538.0549235,0.0,0.0,0,0,0,0
1664601538.1548433,0.0,0.0,0,0,0,0
1664601538.2547576,0.0,0.0,0,0,0,0
1664601538.3561022,0.0,0.0,0,0,0,0
1664601538.4553952,0.0,0.0,0,0,0,0
1664601538.5551937,0.0,0.0,0,0,0,0
1664601538.6551156,0.0,0.0,0,0,0,0
1664601538.759954,0.0,0.0,0,0,0,0
1664601538.8568106,0.0,0.0,0,0,0,0
1664601538.9547276,0.0,0.0,0,0,0,0
1664601539.055714,0.0,0.0,0,0,0,0
1664601539.155961,0.0,0.0,0,0,0,0
1664601539.254789,0.0,0.0,0,0,0,0
1664601539.3578596,0.0,0.0,0,0,0,0
1664601539.4569016,0.0,0.0,0,0,0,0
1664601539.556468,0.0,0.0,0,0,0,0
1664601539.656606,0.0,0.0,0,0,0,0
1664601539.7655044,0.0,0.0,0,0,0,0
1664601539.8603623,0.0,0.0,0,0,0,0
1664601539.9707506,0.0,0.0,0,0,0,0
1664601540.0557935,0.0,0.0,0,0,0,0
1664601540.156214,0.0,0.0,0,0,0,0
1664601540.2566965,0.0,0.0,0,0,0,0
1664601540.3615897,0.0,0.0,0,0,0,0
1664601540.4565477,0.0,0.0,0,0,0,0
1664601540.5577528,0.0,0.0,0,0,0,0
1664601540.6598785,0.0,0.0,0,0,0,0
1664601540.7692223,0.0,0.0,0,0,0,0
1664601540.855607,0.0,0.0,0,0,0,0
1664601540.9559505,0.0,0.0,0,0,0,0
1664601541.0577679,0.0,0.0,0,0,0,0
1664601541.1573749,0.0,0.0,0,0,0,0
1664601541.2579088,0.0,0.0,0,0,0,0
1664601541.3611677,0.0,0.0,0,0,0,0
1664601541.465673,0.0,0.0,0,0,0,0
1664601541.5558307,0.0,0.0,0,0,0,0
1664601541.6693656,0.0,0.0,0,0,0,0
1664601541.758115,0.0,0.0,0,0,0,0
1664601541.8551214,0.0,0.0,0,0,0,0
1664601541.9634554,0.0,0.0,0,0,0,0
1664601542.0561173,0.0,0.0,0,0,0,0
1664601542.1549037,0.0,0.0,0,0,0,0
1664601542.256941,0.0,0.0,0,0,0,0
1664601542.3548653,0.0,0.0,0,0,0,0
1664601542.4558258,0.0,0.0,0,0,0,0
